"name","sex","election_type","district","party","initials","position"
"Doña Belén Ortiz","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","30"
"Don Gonzalo González","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","31"
"Doña Carmen Tomico del","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","32"
"Doña Eva María Sanchez","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","33"
"Don Carlos Daniel Martínez","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","34"
"Doña Estrella Martín","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","35"
"Don Juan Jesús Armas Marcelo","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","36"
"Don Andrés Herzog","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Julio Lleonart","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña María Estíbaliz Ochoa","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Rafael Calduch","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Doña Esperanza Fernández","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Don Javier Ordóñez","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Doña María Cristina Muñoz","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Don Adolfo Villalba","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Don Enrique Normand de la","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","9"
"Doña Carmen Madrigal","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","10"
"Don Francisco David Alcobendas","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","11"
"Doña María Teresa Pascual","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","12"
"Don Chafic el Hassan","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","13"
"Don José Luis Pozuelo","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","14"
"Doña María Lourdes Fernández","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","15"
"Don Daniel Sanz","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","16"
"Don Sergio Valderrama","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","17"
"Don Francisco Clemente","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","18"
"Doña Ana Belén Francisco","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","19"
"Doña Rosa María Reñones","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","20"
"Don Pedro Chamón","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","21"
"Don Fernando Castellano","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","22"
"Doña Begoña Ortíz","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","23"
"Don Iván Rodríguez","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","24"
"Doña Laura Domínguez","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","25"
"Don Javier Bedmar","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","26"
"Don Pablo Nieva","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","27"
"Doña Inés Teresa Rodríguez","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","28"
"Don José Eladio Fernández","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","29"
"Doña Yolanda Laiseca","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","30"
"Don Alberto José López-Rosa","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","31"
"Doña María Asunción Gómez","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","32"
"Don David Morón","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","33"
"Doña Elvira María García","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","34"
"Don Ramón Marcos","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","35"
"Doña Rosa Díez","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","36"
"Don Alberto Garzón","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","1"
"Doña Soledad Sánchez","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","2"
"Don Enrique Fernando Santiago","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","3"
"Doña Begoña Marugán","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","4"
"Don Víctor Alonso","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","5"
"Doña Áliva Díez","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","6"
"Don José Abelardo Andrés","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","7"
"Doña Olga Sainz de Aja","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","8"
"Doña Margarita María Ferré","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","9"
"Don Alberto Pérez","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","10"
"Doña Lisbeth Rojas","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","11"
"Don Jorge Vía","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","12"
"Doña Raquel Libertad Jiménez","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","13"
"Don Ángel Álvarez-Escarpizo San","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","14"
"Doña Margarita Sainz","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","15"
"Don Daniel Gismero","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","16"
"Doña Leire Olmeda","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","17"
"Don Jorge Rodera","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","18"
"Doña María Teresa Pina","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","19"
"Don José Castro","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","20"
"Doña Lina Verónica Gallego","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","21"
"Don Moh'd Jamil Nafie","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","22"
"Doña Eulalia Vaquero","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","23"
"Don Mariano Pérez","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","24"
"Doña Laura Blázquez del","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","25"
"Don Francisco Javier Manrique","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","26"
"Doña Haday López","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","27"
"Don Rafael Porrino","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","28"
"Doña María Mercedes del Vas","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","29"
"Don Antonio Rodríguez","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","30"
"Doña María del Pilar León","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","31"
"Don Alfredo Jiménez","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","32"
"Doña Sagrario Losada","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","33"
"Don Julio José Díez","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","34"
"Doña Natalia María Muñoz-Casayús","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","35"
"Don Emilio Vicente Víctor Aguirre","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","36"
"Don José Emilio Rodríguez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","1"
"Don José Luis González","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","2"
"Don Jesús Santorio","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","3"
"Don Manuel Fernández","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","4"
"Don Victor Murciano","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","5"
"Don Mateo Echaverria San","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","6"
"Don José Carlos Ballester","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","7"
"Don José Lazaro","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","8"
"Don Alfonzo Sánchez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","9"
"Doña Ximena Alejandra Arriagada","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","10"
"Doña Fátima Espinoza","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","11"
"Doña Raquel Peralez","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","12"
"Doña Esther Gladys Carmona","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","13"
"Don Vicente Murciano","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","14"
"Doña Noelia Marcos","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","15"
"Doña Sara Gómez","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","16"
"Doña Rosa Elvira Castillo","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","17"
"Don Roberto Jarai","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","18"
"Doña Maria Edumila Castillo","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","19"
"Don Enrique Echevarria","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","20"
"Doña Marta Estela Pérez","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","21"
"Don Mario Ignacio Matínez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","22"
"Don Ignacio Garcia Berzoso","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","23"
"Doña Rosa Luz Díaz Gómez","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","24"
"Don Enrique Esgueva Bayo","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","25"
"Don Jesús Jiménez López","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","26"
"Doña Maricarmen Márquez","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","27"
"Doña Maricarmen Castillo","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","28"
"Doña Eusebia Echevarria Echevarria","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","29"
"Don Antonio Flores","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","30"
"Doña Yrma Rosa Flores","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","31"
"Don Pedro Leonardo Polo","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","32"
"Don Oscar Manuel Vargas-Machuca Yague","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","33"
"Doña Mayra Noelia Polo","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","34"
"Doña Consuelo Gabarri Gabarri","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","35"
"Doña Carmen Echevarria Echevarria","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","36"
"Don Pablo Iglesias","0","congress","MADRID","PODEMOS","PODEMOS","1"
"Doña Carolina Bescansa","1","congress","MADRID","PODEMOS","PODEMOS","2"
"Don Iñigo Errejón","0","congress","MADRID","PODEMOS","PODEMOS","3"
"Doña Irene Montero","1","congress","MADRID","PODEMOS","PODEMOS","4"
"Don Rafael Mayoral","0","congress","MADRID","PODEMOS","PODEMOS","5"
"Doña Tania Sánchez","1","congress","MADRID","PODEMOS","PODEMOS","6"
"Don Pablo Bustinduy","0","congress","MADRID","PODEMOS","PODEMOS","7"
"Doña Belen Guerra","1","congress","MADRID","PODEMOS","PODEMOS","8"
"Don Jorge Lago","0","congress","MADRID","PODEMOS","PODEMOS","9"
"Doña Maria Pastor","1","congress","MADRID","PODEMOS","PODEMOS","10"
"Don Andres Robles","0","congress","MADRID","PODEMOS","PODEMOS","11"
"Doña Antonia Maria Quispe","1","congress","MADRID","PODEMOS","PODEMOS","12"
"Don Arturo Avila","0","congress","MADRID","PODEMOS","PODEMOS","13"
"Doña Nerea Briones","1","congress","MADRID","PODEMOS","PODEMOS","14"
"Don Pablo Aldama","0","congress","MADRID","PODEMOS","PODEMOS","15"
"Doña Lita Lucelinda Teran","1","congress","MADRID","PODEMOS","PODEMOS","16"
"Don Víctor Rey","0","congress","MADRID","PODEMOS","PODEMOS","17"
"Doña Ana Alvarez","1","congress","MADRID","PODEMOS","PODEMOS","18"
"Don Eric Federico Labuske","0","congress","MADRID","PODEMOS","PODEMOS","19"
"Doña Elizabeth Ruth Cordero","1","congress","MADRID","PODEMOS","PODEMOS","20"
"Don Pedro Navazo","0","congress","MADRID","PODEMOS","PODEMOS","21"
"Doña María Eugenia Arevalo","1","congress","MADRID","PODEMOS","PODEMOS","22"
"Don Paul Harold Bustamante","0","congress","MADRID","PODEMOS","PODEMOS","23"
"Doña Esperanza Montero","1","congress","MADRID","PODEMOS","PODEMOS","24"
"Don Adolfo Ranero","0","congress","MADRID","PODEMOS","PODEMOS","25"
"Doña Ana Castaño","1","congress","MADRID","PODEMOS","PODEMOS","26"
"Don Daniel Saavedra San","0","congress","MADRID","PODEMOS","PODEMOS","27"
"Doña Carmen Perez-Carballo","1","congress","MADRID","PODEMOS","PODEMOS","28"
"Don Oscar Peñas","0","congress","MADRID","PODEMOS","PODEMOS","29"
"Doña María Isabel Cabrera","1","congress","MADRID","PODEMOS","PODEMOS","30"
"Don Carlos Rodriguez","0","congress","MADRID","PODEMOS","PODEMOS","31"
"Doña Tania Rodríguez","1","congress","MADRID","PODEMOS","PODEMOS","32"
"Don Jorge Lozano","0","congress","MADRID","PODEMOS","PODEMOS","33"
"Doña Esther Rodriguez","1","congress","MADRID","PODEMOS","PODEMOS","34"
"Don Carlos Fernádez","0","congress","MADRID","PODEMOS","PODEMOS","35"
"Doña Francisca Jodar","1","congress","MADRID","PODEMOS","PODEMOS","36"
"Don Pío García-Escudero","0","senate","MADRID","PARTIDO POPULAR","PP","1"
"Doña María Rosa Vindel","1","senate","MADRID","PARTIDO POPULAR","PP","2"
"Don Carlos Aragonés","0","senate","MADRID","PARTIDO POPULAR","PP","3"
"Doña María Carlota Merchán","1","senate","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don Doménec Miquel Ruiz","0","senate","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña Lydia Martínez","1","senate","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Antonio José Pezzi","0","senate","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","1"
"Don Carlos Rodriguez","0","senate","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","2"
"Doña Eva Sagardoy","1","senate","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","3"
"Don Fernando Savater","0","senate","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Andrés Trapiello","0","senate","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Magdalena Oliva","1","senate","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Eva Abril","1","senate","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","1"
"Doña Jaldia Abuabarka","1","senate","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","2"
"Don Alberto Manuel Arregui","0","senate","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","3"
"Doña Ines Cortijo","1","senate","MADRID","PODEMOS","PODEMOS","1"
"Doña Rosa Arauzo","1","senate","MADRID","PODEMOS","PODEMOS","2"
"Don Germán Cano","0","senate","MADRID","PODEMOS","PODEMOS","3"
"Don Miguel Ángel Heredia","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Pilar Auxiliadora Serrano","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don José Andrés Torres","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Alicia Murillo","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Don Ricardo Juan López","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Doña Desirée Rodríguez","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Don Fernando Salcedo","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"Doña María Carmen Segura","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"Don David Fernández","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","9"
"Doña Isabel González","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","10"
"Don Enrique Domínguez Sánchez","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","11"
"Don José María García","0","congress","MÁLAGA","PARTIDO POPULAR","PP","1"
"Doña Celia Villalobos","1","congress","MÁLAGA","PARTIDO POPULAR","PP","2"
"Doña Carolina España","1","congress","MÁLAGA","PARTIDO POPULAR","PP","3"
"Don Ángel Luis González","0","congress","MÁLAGA","PARTIDO POPULAR","PP","4"
"Don Manuel Marmolejo","0","congress","MÁLAGA","PARTIDO POPULAR","PP","5"
"Don Luis Verde","0","congress","MÁLAGA","PARTIDO POPULAR","PP","6"
"Don Jesús Ignacio Vázquez","0","congress","MÁLAGA","PARTIDO POPULAR","PP","7"
"Doña María Pilar Conde","1","congress","MÁLAGA","PARTIDO POPULAR","PP","8"
"Doña María Teresa Otero","1","congress","MÁLAGA","PARTIDO POPULAR","PP","9"
"Doña Carmen Lucrecia López","1","congress","MÁLAGA","PARTIDO POPULAR","PP","10"
"Don Jorge Salvador Hernández","0","congress","MÁLAGA","PARTIDO POPULAR","PP","11"
"Doña Irene Rivera","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don José Calle","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Gabriel de Pablo","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Antonio Molina","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña María Susana Domínguez","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Don Vicente Sánchez","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Doña Jenny Rosiris Feal","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Doña Yolanda Gordillo","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","8"
"Don Ignacio Santiago Amador","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","9"
"Don José Luis Guerrero","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","10"
"Doña María Jesús Pasadas","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","11"
"Don Manuel Huertas","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Antonio José Cabrera","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Guillermina Paniagua","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Nazaret Lobato","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don José Luis Jiménez de","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña María Teresa García","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Don Miguel García","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Doña Olivia Bueno","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Don Antonio Luque","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","9"
"Doña Victoria Acosta","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","10"
"Don Manuel Vaz","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","11"
"Don Francisco Javier Guzmán","0","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","1"
"Doña Laura Requena","1","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","2"
"Don Juan Miguel Acejo","0","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","3"
"Doña Lorena Fernández","1","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","4"
"Don Fernando Gil","0","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","5"
"Doña Ana Cortés","1","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","6"
"Don Salem Alalache","0","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","7"
"Doña Brenea Caravias","1","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","8"
"Don Valentín Berrocal","0","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","9"
"Doña Celia Pilar Sanz","1","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","10"
"Don Efraín de Jesús Campos","0","congress","MÁLAGA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","11"
"Don Alberto Montero","0","congress","MÁLAGA","PODEMOS","PODEMOS","1"
"Doña María Isabel Medina","1","congress","MÁLAGA","PODEMOS","PODEMOS","2"
