"name","sex","election_type","district","party","initials","position"
"Pablo Gorostiaga González","0","congress","ARABA/ÁLAVA","EUSKAL HERRIA BILDU","EH Bildu","3"
"Yolanda Cuadra Ortueta","1","congress","ARABA/ÁLAVA","EUSKAL HERRIA BILDU","EH Bildu","4"
"René Rodríguez Rey","0","congress","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Felicidad Coello de Mier","1","congress","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Javier Sánchez-Somoza Mamolar","0","congress","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Ainhoa Maye Soroa","1","congress","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Carlos Tejerizo García","0","congress","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"María Elena Arce Santiago","1","congress","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Unai Samaniego Balza de Vallejo","0","congress","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Ana Rebalderia García","1","congress","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA UNIDAD POPULAR EN COMÚN","IU-UPeC","4"
"[u'Juan Antonio L\xf3pez de Uralde Garmendia ']","0","congress","ARABA/ÁLAVA","Independiente","PODEMOS-AHAL DUGU","1"
"Beatriz Peña Fernández","1","congress","ARABA/ÁLAVA","Independiente","PODEMOS-AHAL DUGU","2"
"José Carlos Gómez Álvaro","0","congress","ARABA/ÁLAVA","Independiente","PODEMOS-AHAL DUGU","3"
"María Jesús de Francisco Ramos","1","congress","ARABA/ÁLAVA","Independiente","PODEMOS-AHAL DUGU","4"
"Almudena Otaola Urkijo","1","senate","ARABA/ÁLAVA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","1"
"Juan Carlos Medina Martínez","0","senate","ARABA/ÁLAVA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","2"
"Zuriñe Rodríguez Bergara","1","senate","ARABA/ÁLAVA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","3"
"Iñaki Oyarzabal de Miguel","0","senate","ARABA/ÁLAVA","PARTIDO POPULAR","PP","1"
"Jorge Ibarrondo Bajo","0","senate","ARABA/ÁLAVA","PARTIDO POPULAR","PP","2"
"Marta Alaña Alonso","1","senate","ARABA/ÁLAVA","PARTIDO POPULAR","PP","3"
"Julia Liberal Liberal","1","senate","ARABA/ÁLAVA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA","PSOE) [PSE-EE","1"
"Mikel Unzalu Hermosa","0","senate","ARABA/ÁLAVA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA","PSOE) [PSE-EE","2"
"Aroa Jilete González","1","senate","ARABA/ÁLAVA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA","PSOE) [PSE-EE","3"
"José Antonio Mateo Randez","0","senate","ARABA/ÁLAVA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Begoña Fernández Martín","1","senate","ARABA/ÁLAVA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Jorge Gómez Mayor","0","senate","ARABA/ÁLAVA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Lorena López de Lacalle Arizti","1","senate","ARABA/ÁLAVA","EUSKAL HERRIA BILDU","EH Bildu","1"
"Bergoi Madernaz del Pozo","0","senate","ARABA/ÁLAVA","EUSKAL HERRIA BILDU","EH Bildu","2"
"Izar Mendiguren Cosgaya","1","senate","ARABA/ÁLAVA","EUSKAL HERRIA BILDU","EH Bildu","3"
"Nicolás Gutiérrez Saiz","0","senate","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Ana Esteban Padrueza","1","senate","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Ignacio Oñate Urizar","0","senate","ARABA/ÁLAVA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Ignacio Gómez González","0","senate","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA: EZKER ANITZA-IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"María Soledad del Barco García","1","senate","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA: EZKER ANITZA-IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Agustín Plaza Fernández","0","senate","ARABA/ÁLAVA","UNIDAD POPULAR-ORAIN BATERA: EZKER ANITZA-IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Elvira García Díaz","1","senate","ARABA/ÁLAVA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","1"
"María Concepción Palencia García","1","senate","ARABA/ÁLAVA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","2"
"Ángel Mesón Miguel","0","senate","ARABA/ÁLAVA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","3"
"Adriana Lastra Fernández","1","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Antonio Ramón María Trevín Lombán","0","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Natalia González Peláez","1","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Adrián Barbón Rodríguez","0","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Maira Pérez Conde","1","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Iván Fernández García","0","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"María Placeres Rodríguez Piris","1","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"Víctor Manuel Fuentes Fernández","0","congress","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"José Ignacio Prendes Prendes","0","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Ana María Fernández del Caño","1","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Pedro Luis González Santín","0","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"María Estefanía Fanjul Moya","1","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Iziar Sánchez Suárez","1","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"José María Losas Martínez","0","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"María Teresa Madrazo Mediavilla","1","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Javier Vidal García Sánchez","0","congress","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","8"
"Manuel González Orviz","0","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","1"
"Leticia Gil Gutiérrez","1","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","2"
"Ana Isabel Díaz Fernández","1","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","3"
"Roberto Ruiz García","0","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","4"
"Faustino Sabio López","0","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","5"
"María del Pilar Muñiz López","1","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","6"
"Silvia Iglesias González","1","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","7"
"Camilo Xabel Sousa González","0","congress","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","8"
"[u'Susana L\xf3pez Ares ']","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","1"
"[u'Isidro Manuel Mart\xednez Oblanca ']","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","2"
"[u'Jos\xe9 Ram\xf3n Garc\xeda Ca\xf1al ']","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","3"
"[u'Mar\xeda de los \xc1ngeles Fern\xe1ndez-Ahuja Garc\xeda ']","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","4"
"[u'Mar\xeda Bego\xf1a Calleja Quijada ']","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","5"
"[u'Mar\xeda Teresa Dom\xednguez Murias ']","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","6"
"[u'V\xedctor Ferreira Dom\xednguez ']","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","7"
"[u'\xc1lvaro Queipo Somoano ']","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","8"
"Adán Fernández Veiguela","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Ana Isabel Sánchez Martínez","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Juan Manuel Fernández Arroyo","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Ana Isabel Llano Menéndez","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Javier Pereda Vilela","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"María Ángeles Villa García","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Clotilde Escandón Chantres","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"José Fernando Fernández García","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Sofía Fernández Castañón","1","congress","ASTURIAS","PODEMOS","PODEMOS","1"
"Segundo González García","0","congress","ASTURIAS","PODEMOS","PODEMOS","2"
"[u'Xana Reyes Fern\xe1ndez ']","1","congress","ASTURIAS","Independiente","PODEMOS","3"
"Juan Ignacio González García","0","congress","ASTURIAS","Independiente","PODEMOS","4"
"Beatriz Menéndez Ovelleiro","1","congress","ASTURIAS","Independiente","PODEMOS","5"
"Roberto Rodríguez Álvarez","0","congress","ASTURIAS","Independiente","PODEMOS","6"
"Cristian García Fernández","0","congress","ASTURIAS","Independiente","PODEMOS","7"
"María de los Ángeles Caso Machicado","1","congress","ASTURIAS","Independiente","PODEMOS","8"
"Vicente Alberto Álvarez Areces","0","senate","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"María Fernández Álvarez","1","senate","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Pelayo Prendes González","0","senate","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Javier Álvarez Peón","0","senate","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Carmen Rosario Fernández Castillo","1","senate","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Carlos José Rábade Fernández","0","senate","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Gemma Álvarez Delgado","1","senate","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","1"
"Julio Antuña Román","0","senate","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","2"
"Laura Álvarez García","1","senate","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","3"
"[u'Ovidio S\xe1nchez D\xedaz ']","0","senate","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","1"
"['Mario Arias Navia ']","0","senate","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","2"
"[u'Rosa Mar\xeda Dom\xednguez de Posada Puertas ']","1","senate","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","3"
"Alfredo del Río Abreu","0","senate","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María Covadonga Muñiz Fidalgo","1","senate","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"David Alejandro Fernández Sancho","0","senate","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Jara González Villanueva","1","senate","ASTURIAS","PODEMOS","PODEMOS","1"
"Lluis Miguel Orviz Menéndez","0","senate","ASTURIAS","PODEMOS","PODEMOS","2"
"Lisístrata Suárez Pedre","1","senate","ASTURIAS","PODEMOS","PODEMOS","3"
"Pedro José Muñoz González","0","congress","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Ana María Moreno Rodríguez","1","congress","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Eugenio Miguel Hernández Alcojor","0","congress","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Pablo Casado Blanco","0","congress","ÁVILA","PARTIDO POPULAR","PP","1"
"José Ramón García Hernández","0","congress","ÁVILA","PARTIDO POPULAR","PP","2"
"Ruth Pindado González","1","congress","ÁVILA","PARTIDO POPULAR","PP","3"
"Pedro Sierra Gil","0","congress","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","1"
"Santos Díaz González","0","congress","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","2"
"Laura Cano González","1","congress","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","3"
"Mónica Martínez Rivas","1","congress","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Jorge Santiago Nieto del Castillo","0","congress","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Milagros Hernández Calvo","1","congress","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"David del Dedo Martín","0","congress","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María Paz Capa Sanz","1","congress","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Salvador Sánchez Majadas","0","congress","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"[u'Juan Carlos Soto P\xe9rez ']","0","congress","ÁVILA","Independiente","PODEMOS","1"
"Ana Pacios Bello","1","congress","ÁVILA","Independiente","PODEMOS","2"
"[u'Juan Carlos Rico Jim\xe9nez ']","0","congress","ÁVILA","Independiente","PODEMOS","3"
"María del Carmen Iglesias Parra","1","senate","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"José Antonio Herráez Martín","0","senate","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Juliana Jiménez Blázquez","1","senate","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Sebastián González Vázquez","0","senate","ÁVILA","PARTIDO POPULAR","PP","1"
"Miguel Ángel García Nieto","0","senate","ÁVILA","PARTIDO POPULAR","PP","2"
"María del Carmen de Arágon Amunarriz","1","senate","ÁVILA","PARTIDO POPULAR","PP","3"
"Francisco Javier Escudero Zubelzu","0","senate","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","1"
"Miguel Luis Jiménez Rodríguez","0","senate","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","2"
"Mercedes Serrano García","1","senate","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","3"
"Emilio Vallejo Herrero","0","senate","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"María Montserrat Sánchez Jiménez","1","senate","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Alberto López Casillas","0","senate","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"María de los Ángeles Bartolomé González","1","senate","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Álvaro Aparicio Mourelo","0","senate","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Carmen María Rodríguez Rebollo","1","senate","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"['Santiago Alba Rico ']","0","senate","ÁVILA","Independiente","PODEMOS","1"
"[u'Miriam Mart\xedn Prieto ']","1","senate","ÁVILA","Independiente","PODEMOS","2"
"Pedro Herrero García","0","senate","ÁVILA","Independiente","PODEMOS","3"
"Patricia Sierra Rojas","1","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"José Ignacio Sánchez Amor","0","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"María Soledad Pérez Domínguez","1","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Luis Antonio Aguilar Yuste","0","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"[u'Susana Bruna P\xe9rez ']","1","congress","BADAJOZ","Independiente","PSOE","5"
"Juan Francisco Ceballos Fabián","0","congress","BADAJOZ","Independiente","PSOE","6"
"María Teresa Angulo Romero","1","congress","BADAJOZ","PARTIDO POPULAR","PP","1"
"Alejandro Ramírez del Molino Morán","0","congress","BADAJOZ","PARTIDO POPULAR","PP","2"
"Pedro Acedo Penco","0","congress","BADAJOZ","PARTIDO POPULAR","PP","3"
"Victor Valentín Píriz Maya","0","congress","BADAJOZ","PARTIDO POPULAR","PP","4"
"María del Pilar Medina Pérez","1","congress","BADAJOZ","PARTIDO POPULAR","PP","5"
"María del Pilar Nogales Nogales","1","congress","BADAJOZ","PARTIDO POPULAR","PP","6"
"José Antonio García Ramos","0","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Agustín Holguera Murillo","0","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Jorge Luis Medrano Sánchez","0","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"María Victoria García Romera","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"María Luisa González Dos Prazeres","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Ana Teresa Ponce Latorre","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Julia Timón Esteban","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Amparo Botejara Sanz","1","congress","BADAJOZ","PODEMOS","PODEMOS","1"
"Jose Luis Murillo Peláez","0","congress","BADAJOZ","PODEMOS","PODEMOS","2"
"[u'Maria del Carmen Ibarlucea Paredes ']","1","congress","BADAJOZ","Independiente","PODEMOS","3"
"[u'Pablo Iglesias Fern\xe1ndez ']","0","congress","BADAJOZ","Independiente","PODEMOS","4"
"Maria Dolores Hurtado Mola","1","congress","BADAJOZ","Independiente","PODEMOS","5"
"[u'Francisco Javier Gonz\xe1lez del \xc1lamo ']","0","congress","BADAJOZ","Independiente","PODEMOS","6"
"David Carretero Barroso","0","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Rogelio Muñoz Orellana","0","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"María Paloma Barbero Arias","1","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"José Francisco Correa Gabardino","0","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"María Guadalupe Cabanillas Beltrán","1","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Teresa Galán Serrano","1","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Juan Carlos Molano Gragera","0","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"María Encarnación Caso Amador","1","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Miguel Cansado Padrera","0","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"María Amparo Guerra Morato","1","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","4"
"Antonio Otero Arenas","0","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","5"
"Marta Isabel García Ortiz","1","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","6"
"Juan María Vázquez García","0","senate","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Carmen Pereira Santana","1","senate","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Valentín Cortés Cabanillas","0","senate","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Antonio Galván Porras","0","senate","BADAJOZ","PARTIDO POPULAR","PP","1"
"Bibiano Serrano Calurano","0","senate","BADAJOZ","PARTIDO POPULAR","PP","2"
"María Teresa Tortonda Gordillo","1","senate","BADAJOZ","PARTIDO POPULAR","PP","3"
"Emilio Quesada Flores","0","senate","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Francisco Javier Paez Avis","0","senate","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"María Jesús Fernández Cabalgante","1","senate","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Eugenio Salvador Salvatierra de Toro","0","senate","BADAJOZ","PODEMOS","PODEMOS","1"
"[u'Maria Jesus Barrantes P\xe9rez ']","1","senate","BADAJOZ","Independiente","PODEMOS","2"
"José Manuel Vargas Verde","0","senate","BADAJOZ","Independiente","PODEMOS","3"
"Joaquín Valdivia González","0","senate","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"José Francisco Sigüenza García","0","senate","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Teresa Serrano Izquierdo","1","senate","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Sandra María Blanco Grande","1","senate","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Luis Diego Pizarro Candalija","0","senate","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Candelaria Silva Navarrete","1","senate","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Fernando Navarro Fernández-Rodríguez","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","1"
"Juan Martínez Cascales","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","2"
"Álvaro Conesa Vidagany","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","3"
"Maria Teresa Planells García","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","4"
"Joaquima Sintes Campos","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","5"
"Juana María Capó Navarro","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","6"
"Francisco Javier Giménez Borrás","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","7"
"Noemí Getino Pérez","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","8"
"Ramon Antoni Socías Puig","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","1"
"Sofía Hernanz Costa","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","2"
"Javier Tejero Isla","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","3"
"Carmen Orte Socías","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","4"
"Gabriel de Hevia Aleñar","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","5"
"María Dolores Fernández Tamargo","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","6"
"Josep Borrás Atienza","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","7"
"María Luisa Millán Bernal","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","8"
"Mateo Isern Estela","0","congress","ILLES BALEARS","PARTIDO POPULAR","PP","1"
"José Vicente Marí Bosó","0","congress","ILLES BALEARS","PARTIDO POPULAR","PP","2"
"Águeda Reynés Reynés","1","congress","ILLES BALEARS","PARTIDO POPULAR","PP","3"
"Maria de la O Ares Martínez-Fortún","1","congress","ILLES BALEARS","PARTIDO POPULAR","PP","4"
