"name", "sex", "election_type", "party", "initials", "position", "account"
"Carlos Daniel Martínez Rodríguez", "0", "congress", "Independiente", "C's", "34", "https://twitter.com/dienteazul"
"Estrella Martín Segurado", "1", "congress", "Independiente", "C's", "35", "https://twitter.com/estrellajmartin"
"Juan Jesús de Armas Marcelo (Independiente)", "", "congress", "Independiente", "C's", "36", "https://twitter.com/NazaaDeJuana"
"Andrés Herzog Sánchez", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/Herzogoff"
"Julio Lleonart Crespo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/juliolleonart"
"María Estíbaliz Ochoa Mendoza", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/mariaarangurenv"
"Rafael Calduch Cervera", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/RafaelCalduch"
"Esperanza Fernández Acedo", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/esperanzafdezm1"
"Javier Ordóñez Monfort", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/nycterix"
"María Cristina Muñoz Montes", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "7", "https://twitter.com/Cristina_abad"
"Adolfo Villalba Rivas", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "8", "https://twitter.com/pichuchas1"
"Enrique Normand de la Sotilla", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "9", "https://twitter.com/enriquenormand"
"Carmen Madrigal Torrejón", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "10", "https://twitter.com/MADRIGALSL"
"Francisco David Alcobendas Morcillo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "11", "https://twitter.com/alcorconinsolit"
"María Teresa Pascual González", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "12", "https://twitter.com/TeresaRodr_"
"Chafic el Hassan Baba", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "13", "https://twitter.com/DipoHassan"
"José Luis Pozuelo Nicolás", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "14", "https://twitter.com/jlcolilla"
"María Lourdes Fernández Alonso", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "15", "https://twitter.com/marialonso"
"Daniel Sanz Carrascal", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "16", "https://twitter.com/Dsc_csD"
"Sergio Valderrama Serrano", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "17", "https://twitter.com/sergiose77"
"Francisco Clemente Burcio", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "18", "https://twitter.com/fco_clemente"
"Ana Belén Francisco Salicio", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "19", "https://twitter.com/ana_torga"
"Rosa María Reñones Fernández", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "20", "https://twitter.com/rosamariaartal"
"Pedro Chamón López", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "21", "https://twitter.com/pedrochamonl"
"Fernando Castellano Martín", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "22", "https://twitter.com/Torres"
"Begoña Ortíz Fuentes", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "23", "https://twitter.com/Be0rtiz"
"Iván Rodríguez García", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "24", "https://twitter.com/ivanrguez"
"Laura Domínguez Martín", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "25", "https://twitter.com/LauraBarcelona1"
"Javier Bedmar Sanz", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "26", "https://twitter.com/JBedmarSanz"
"Pablo Nieva Quesada", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "27", "https://twitter.com/Crespoquesada"
"Inés Teresa Rodríguez Losada", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "28", "https://twitter.com/teresanevado"
"José Eladio Fernández Álvarez", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "29", "https://twitter.com/josferlo"
"Yolanda Laiseca Pretel", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "30", "https://twitter.com/yolandalaiseca"
"Alberto José López-Rosa Ciruelos", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "31", "https://mobile.twitter.com/alopezrosa"
"María Asunción Gómez Guillén", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "32", "https://twitter.com/ANTONIOVICO"
"David Morón Sánchez", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "33", "https://twitter.com/dmoronsanchez"
"Elvira María García Piñeiro", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "34", "https://twitter.com/ElviraAlaquas"
"Ramón Marcos Allo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "35", "https://twitter.com/ramonmarcos"
"Rosa Díez González", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "36", "https://twitter.com/rosadiezupyd"
"Alberto Garzón Espinosa", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "1", "https://twitter.com/agarzon"
"Sol Sánchez Maroto", "", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "2", "https://twitter.com/abrazopartio"
"Enrique Santiago Romero", "", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "3", "https://twitter.com/ensanro"
"Begoña Marugán Pintos", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "4", "https://twitter.com/Begoa46"
"Víctor Alonso Rocafort", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "5", "https://twitter.com/va_rocafort"
"Áliva Díez Martínez", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "6", "https://twitter.com/alivadiez"
"José Abelardo Andrés Llamas", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "7", "https://twitter.com/llamasabogado"
"Olga Sainz de Aja Iges", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "8", "https://twitter.com/AbogadaCabreada"
"Marga Ferré Luparia", "", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "9", "https://twitter.com/Marga_Ferre"
"Alberto Pérez Mayoral", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "10", "https://twitter.com/Albertoenserie"
"Lisbeth Rojas Mendoza", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "11", "https://twitter.com/DraRojasEstape"
"Jorge Vía Antezana", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "12", "https://twitter.com/jorgemadrid"
"Libertad Jiménez Moreno", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "13", "https://twitter.com/RuthJimeneztv"
"Ángel Álvarez-Escarpizo San Martín", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "14", "https://twitter.com/angelsanmar"
"Margarita Sainz Candela", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "15", "https://twitter.com/diezsaenz"
"Daniel Gismero Sanz", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "16", "https://twitter.com/dgismero"
"Leire Olmeda García", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "17", "https://twitter.com/Leire23"
"Jorge Rodera Sánchez-Maroto", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "18", "https://twitter.com/Jorge_Romera"
"María Teresa Pina Ledesma", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "19", "https://twitter.com/teresamartinb"
"José Castro Mateos", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "20", "https://twitter.com/joseluismateos"
"Lina Verónica Gallego Obieta", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "21", "https://twitter.com/MujeresGuada1"
"Moh'd Jamil Nafie Qasem", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "22", "No result found for Moh'd Jamil Nafie Qasem of UNIDAD POPULAR EN COMÚN in MADRID"
"Eulalia Vaquero Gómez", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "23", "https://twitter.com/SoniaVaquero3"
"Mariano Pérez Bravo", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "24", "https://twitter.com/lidudio"
"Laura Blázquez del Hierro", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "25", "https://twitter.com/lauramaria_Vaz"
"Francisco Javier Manrique Carmona", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "26", "https://twitter.com/fjmanrique"
"Haday López Portillo", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "27", "No result found for Haday López Portillo of UNIDAD POPULAR EN COMÚN in MADRID"
"Rafael Porrino Trenado", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "28", "https://twitter.com/rPorrino"
"María Mercedes del Vas Rioja", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "29", "https://twitter.com/mi_maleta"
"Antonio Rodríguez Carrillo", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "30", "https://twitter.com/acl91"
"María del Pilar León Oliva", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "31", "https://twitter.com/melaniolivaresm/"
"Alfredo Jiménez Luengo", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "32", "https://twitter.com/Raul_Jimenez9"
"Sagrario Losada Martínez", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "33", "https://twitter.com/Luzdeleste47"
"Julio José Díez Escribano", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "34", "https://twitter.com/josecamo_"
"Natalia María Muñoz-Casayús Latorre", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "35", "https://twitter.com/MelvineuCR7"
"Emilio Vicente Víctor Aguirre Papesh", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "36", "No result found for Emilio Vicente Víctor Aguirre Papesh of UNIDAD POPULAR EN COMÚN in MADRID"
"Pablo Iglesias Turrión", "0", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/Pablo_Iglesias_"
"Carolina Bescansa Hernández", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/CBescansa"
"Iñigo Errejón Galván", "0", "congress", "PODEMOS", "PODEMOS", "3", "https://twitter.com/ierrejon"
"Irene Montero Gil", "1", "congress", "PODEMOS", "PODEMOS", "4", "https://twitter.com/irene_montero_"
"Rafael Mayoral Perales", "0", "congress", "PODEMOS", "PODEMOS", "5", "https://twitter.com/MayoralRafa"
"Tania Sánchez Melero", "1", "congress", "PODEMOS", "PODEMOS", "6", "https://twitter.com/ainhat"
"Pablo Bustinduy Amador", "0", "congress", "PODEMOS", "PODEMOS", "7", "https://twitter.com/pbustinduy"
"Belén Guerra Mansito", "", "congress", "PODEMOS", "PODEMOS", "8", "https://twitter.com/belen_guerra"
"Jorge Lago Blasco", "0", "congress", "PODEMOS", "PODEMOS", "9", "https://twitter.com/lago_jorge"
"María Pastor Valdes (Independiente)", "", "congress", "Independiente", "PODEMOS", "10", "https://twitter.com/Mariadelmards"
"Andrés Robles Chacon", "", "congress", "Independiente", "PODEMOS", "11", "https://twitter.com/andavid3"
"Antonia María Quispe Ayala", "", "congress", "Independiente", "PODEMOS", "12", "https://twitter.com/MarinaPAyala"
"Arturo Ávila Patiño", "", "congress", "Independiente", "PODEMOS", "13", "https://twitter.com/amancebog"
"Nerea Briones Pérez (Independiente)", "", "congress", "Independiente", "PODEMOS", "14", "https://twitter.com/nerea_ubieto"
"Pablo Aldama Blanch (Independiente)", "", "congress", "Independiente", "PODEMOS", "15", "https://twitter.com/edicionesiruela"
"Lita Lucelinda Teran Serrano", "1", "congress", "Independiente", "PODEMOS", "16", "https://twitter.com/jseninc"
"Víctor Rey García", "0", "congress", "Independiente", "PODEMOS", "17", "https://twitter.com/Victor_Warcry"
"Ana Álvarez Rascón", "", "congress", "Independiente", "PODEMOS", "18", "https://twitter.com/AnaMadrid1"
"Eric Federico Labuske Benyahya", "0", "congress", "Independiente", "PODEMOS", "19", "https://twitter.com/moloco5"
"Elizabeth Ruth Cordero Salas", "1", "congress", "Independiente", "PODEMOS", "20", "https://twitter.com/CristianATM"
"Pedro Navazo Giménez", "", "congress", "Independiente", "PODEMOS", "21", "https://twitter.com/PJimenezD"
"María Eugenia Arévalo Rodríguez", "", "congress", "Independiente", "PODEMOS", "22", "https://twitter.com/_marulozano"
"Paul Harold Bustamante Simón", "", "congress", "Independiente", "PODEMOS", "23", "No result found for Paul Harold Bustamante Simón of PODEMOS in MADRID"
"Esperanza Montero Maset", "1", "congress", "Independiente", "PODEMOS", "24", "https://twitter.com/AhoraCentro"
"Adolfo Ranero Serrano", "0", "congress", "Independiente", "PODEMOS", "25", "https://twitter.com/SerranoMadrid"
"Ana Castaño Romero", "1", "congress", "Independiente", "PODEMOS", "26", "https://twitter.com/Anakapicua"
"Daniel Saavedra San Juan (Independiente)", "", "congress", "Independiente", "PODEMOS", "27", "https://twitter.com/nogales1993"
"Carmen Pérez-Carballo Veiga", "", "congress", "Independiente", "PODEMOS", "28", "https://twitter.com/veigacarmen"
"Oscar Peñas García", "0", "congress", "Independiente", "PODEMOS", "29", "https://twitter.com/ogarciafutsal"
"María Isabel Cabrera Sevilla", "1", "congress", "Independiente", "PODEMOS", "30", "https://twitter.com/isabel_maria14"
"Carlos Rodríguez Sierra (Independiente)", "", "congress", "Independiente", "PODEMOS", "31", "https://twitter.com/CarlosRod1972"
"Tania Rodríguez González", "1", "congress", "Independiente", "PODEMOS", "32", "https://twitter.com/TaniaGonzalezPs"
"Jorge Lozano Mendoza (Independiente)", "", "congress", "Independiente", "PODEMOS", "33", "https://twitter.com/suarezlozano"
"Esther Rodríguez Moreno", "", "congress", "Independiente", "PODEMOS", "34", "https://twitter.com/EstherMorenoB"
"Carlos Fernández Liria (Independiente)", "", "congress", "Independiente", "PODEMOS", "35", "https://twitter.com/AvalonCine"
"Francisca Jodar Beltrán (Independiente)", "", "congress", "Independiente", "PODEMOS", "36", "https://twitter.com/antonio_drg"
"Miguel Ángel Heredia Díaz", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/maherediadiaz"
"Pilar Auxiliadora Serrano Boigas", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/Pilar_Serrano_"
"José Andrés Torres Mora", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/DiarioSUR"
"Alicia Murillo López", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/MurilloAlicia"
"Ricardo Juan López Weeden", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/Richie_SanPedro"
"Desirée Rodríguez Ramírez", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "6", "https://twitter.com/Belenrdguez"
"Fernando Salcedo Delgado", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "7", "https://twitter.com/gabrielsaq"
"María Carmen Segura Belmonte", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "8", "https://twitter.com/chocofransegura"
"David Fernández Tirado", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "9", "https://twitter.com/DavidFedz"
"Isabel González Cueto", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "10", "https://twitter.com/isagonz70"
"Enrique Domínguez Sánchez Lafuente", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "11", "https://twitter.com/JManu_Dominguez"
"José María García Urbano", "0", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/relatourbano"
"Celia Villalobos Talero", "1", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/CadenaSERMalaga"
"Carolina España Reina", "1", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/Bad_Esp"
"Ángel Luis González Muñoz", "0", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/angeluisgonza"
"Manuel Marmolejo Setién", "0", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/marmoleig"
"Luis Verde Godoy", "0", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/Luis_Verde"
"Jesús Ignacio Vázquez García", "0", "congress", "PARTIDO POPULAR", "PP", "7", "https://twitter.com/funnelmx"
"María Pilar Conde Maldonado", "1", "congress", "PARTIDO POPULAR", "PP", "8", "https://twitter.com/Pilar_divi"
"María Teresa Otero Cobos", "1", "congress", "PARTIDO POPULAR", "PP", "9", "https://twitter.com/pilosaaa"
"Carmen Lucrecia López García", "1", "congress", "PARTIDO POPULAR", "PP", "10", "https://twitter.com/defensoraflores"
"Jorge Salvador Hernández Mollar", "", "congress", "PARTIDO POPULAR", "PP", "11", "No result found for Jorge Salvador Hernández Mollar of PP in MÁLAGA"
"Irene Rivera Andrés", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/_Irene_Rivera"
"José Calle Fuentes", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/MalagaCF"
"Gabriel de Pablo Capel", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/planetacb"
"Antonio Molina Sánchez", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/MolinaRinconada"
"María Susana Domínguez Salas", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/mgpitarch"
"Vicente Sánchez Martínez", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/vicenspasmo"
"Jenny Rosiris Feal Amaya", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "7", "No result found for Jenny Rosiris Feal Amaya of C's in MÁLAGA"
"Yolanda Gordillo Moreno", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "8", "https://twitter.com/yolandaaconejo"
"Ignacio Santiago Amador Cañardo", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "9", "https://twitter.com/ignacioco2"
"José Luis Guerrero Ruiz", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "10", "https://twitter.com/JLWARRIOR"
"María Jesús Pasadas Moreno", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "11", "https://twitter.com/mjmoreno010"
"Manuel Huertas Cantero", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/ManuelHuertas75"
"Antonio José Cabrera Rodríguez", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/Dr_JoseCabrera"
"Guillermina Paniagua López", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/guillepaniagua"
"Nazaret Gil Lobato", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/nazamlg"
"José Luis Jiménez de Prado", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/Jose_Luis_J_A"
"María Teresa García Gómez", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/MariaTeMalaga"
"Miguel García Gil", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "7", "https://twitter.com/jmalex"
"Olivia Bueno Osuna", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "8", "https://twitter.com/oliviaolovely1"
"Antonio Luque Lara", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "9", "https://twitter.com/antonioluque666"
"Victoria Acosta Torres", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "10", "https://twitter.com/victoriatoher"
"Manuel Vaz Benítez", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "11", "https://twitter.com/MBazann"
"Francisco Javier Guzmán Lucena", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "1", "https://twitter.com/carlosgp91"
"Laura Requena Tejero", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "2", "https://twitter.com/laurequena14"
"Juan Miguel Acejo Millán", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "3", "https://twitter.com/MoisesMillan12"
"Lorena Fernández Miñarro", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "4", "https://twitter.com/loremarbell"
"Fernando Gil Martín", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "5", "https://twitter.com/Tisso12"
"Ana Cortés Campos", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "6", "https://twitter.com/anatecam"
"Salem Alalache Alalache", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "7", "No result found for Salem Alalache Alalache of UNIDAD POPULAR EN COMÚN in MÁLAGA"
"Brenea Caravias Chaves", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "8", "https://twitter.com/BreneaCaravias"
"Valentín Berrocal Ruiz", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "9", "https://twitter.com/santiberrocal"
"Celia Pilar Sanz Arranz", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "10", "https://twitter.com/PaulaMud92"
"Efraín de Jesús Campos Vidal", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "11", "https://twitter.com/AndresRodrigPCA"
"Alberto Montero Soler", "0", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/amonterosoler"
"María Isabel Medina Suárez", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/mariasanmedina"
"Alejandro Serrato Delgado", "0", "congress", "PODEMOS", "PODEMOS", "3", "https://twitter.com/serrato1980"
"Irene Lara Cañamero", "1", "congress", "PODEMOS", "PODEMOS", "4", "https://twitter.com/Iregh"
"Francisco Soler Luque (Independiente)", "", "congress", "Independiente", "PODEMOS", "5", "https://twitter.com/SolerAbogados"
"Esperanza Macarena Ruiz Gómez", "", "congress", "Independiente", "PODEMOS", "6", "https://twitter.com/Malvarezfrias"
"Ana Vanessa Mallén Almanza", "1", "congress", "Independiente", "PODEMOS", "7", "No result found for Ana Vanessa Mallén Almanza of PODEMOS in MÁLAGA"
"José Ramón Páez Pareja", "0", "congress", "Independiente", "PODEMOS", "8", "https://twitter.com/arquitectamos"
"Lorena Ruiz González", "1", "congress", "Independiente", "PODEMOS", "9", "https://twitter.com/LorenaRuiz_18"
"Rafael Melgar Velásques", "0", "congress", "Independiente", "PODEMOS", "10", "https://twitter.com/maarmontilla13"
"Margarita Reyes Cabelllo", "1", "congress", "Independiente", "PODEMOS", "11", "https://twitter.com/anacabello"
"Jesús María Fernández Díaz", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/MariaNavarroJim"
"Amaia Villanueva Fernández", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/villanuevamaia"
